"Study ID";"Form Type";"Form Collection ID";"Form Collection Name";"Form Collection Order";"Form ID";"Form Name";"Form Order";"Field ID";"Field Variable Name";"Field Label";"Field Type";"Field Order";"Field Required";"Calculation Template";"Field Option Group"
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1F233A82-94F7-4002-9C7D-E44DEB99C05D;"Comorbidities - Urogenital";11;D3C00374-B30A-4718-ADBD-6432F27093AF;dpca_comuro3;"Status after kidney operation / transplant";radio;3;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1F233A82-94F7-4002-9C7D-E44DEB99C05D;"Comorbidities - Urogenital";11;A94267FD-D5D5-4EE7-82EE-2FFDB72D8C88;dpca_comuro4;"Pregnancy at time of surgery";radio;4;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;1F233A82-94F7-4002-9C7D-E44DEB99C05D;"Comorbidities - Urogenital";11;343FDBD6-9C0F-4B13-BB10-022A5B18820D;dpca_comurox;Other;radio;5;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;589E4DDA-157F-4153-913B-F94395AF870C;;ANTROPOMETRY;remark;1;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;FBDDC7D6-9C4A-414E-A773-A09A9366750E;dpca_physio_lengte_calc;Length;calculation;2;;"{dpca_lengte};";
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;6ABEA798-6557-4D2F-B9C7-0F56BFA19C4F;dpca_physio_gewicht_calc;"Weight on day of surgery";calculation;3;;"{dpca_gewicht};";
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;A16D0964-344C-470C-892F-99843E523CD5;;"STEEP RAMP TEST";remark;4;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;9A86F697-EB13-412F-87AA-055EE08066BC;dpca_par_q;"PAR-Q determined";radio;5;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;4996687B-B8F8-473E-BD62-F871486F39F7;dpca_par_q_contra;"PAR-Q contra-indications";radio;6;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;83853D19-381A-4CD4-9026-07E97A2C391D;dpca_wr_peak;"WR peak";numeric;7;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;101632EF-479A-4214-8AA7-9943B9B75E35;dpca_stamina;"Max. time stamina";numeric;8;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;0F2E0B50-EAE0-464F-A125-3A59D0242A29;dpca_sat_start;"Saturation start";numeric;9;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;9900B419-0A11-492E-8911-FE8CEC3B1EA9;dpca_sat_stop;"Saturation stop";numeric;10;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;2975E3FB-56CE-491E-A236-38774FEC4FE5;dpca_hr_start;"Heart rate start";numeric;11;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;53C63294-8566-465B-B4F8-194A1EAEB436;dpca_hr_stop;"Heart rate stop";numeric;12;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;F88F1107-9716-4FE2-9086-AB94D12E7B6C;dpca_borg_start;"BORG exhaustion score start";numeric;13;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;82FE0D67-2052-4FA4-A3F1-0BACEE2EBD4B;dpca_borg_stop;"BORG exhaustion score stop";numeric;14;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;C585FACA-0110-498F-BD17-96E38C8F2E60;;"FIVE TIME SIT-TO-STAND TEST";remark;15;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;F1998B1B-A455-4772-9600-C5047959E4E9;dpca_sts_time;Time;numeric;16;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;FF8B41A4-3E0A-4698-BCC5-CD283F7BFDBB;;"TIMED UP-AND-GO TEST";remark;17;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;7437982A-4203-4E62-AF96-891E83797008;dpca_uag_time;Time;numeric;18;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;014E6D39-5FCB-488A-A8E9-1547E1B01DDB;dpca_orthesis;Orthesis;radio;19;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;C98D317C-EA68-4A88-9164-36A36AF0662F;dpca_walkaid;"Walking aid";radio;20;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;98D9E135-3C05-4AEE-A402-2F49EDFE3879;;"2-MINUTE WALK TEST";remark;21;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;E31A9D16-0007-4CED-AA8E-7B68A1964F2B;dpca_walkdist;Distance;numeric;22;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;BEB17D0E-7AAF-44C6-AFDB-0992C6AC6F31;dpca_walk_sat_start;"Saturation start";numeric;23;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;7D6B9CA8-7AC5-4826-8411-408C4773A62E;dpca_walk_sat_stop;"Saturation stop";numeric;24;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;D9EBBACA-2745-449A-B419-B01C0E398060;dpca_walk_hr_start;"Heart rate start";numeric;25;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;E7647C6D-E8C5-45AF-87EC-887118E38DC1;dpca_walk_hr_stop;"Heart rate stop";numeric;26;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;FC712F1B-0B04-4DEA-83E2-E11977B7856C;dpca_walk_borg_start;"BORG exhaustion score start";numeric;27;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;2AA5F935-4358-44FD-88B9-01F670CFE371;dpca_walk_borg_stop;"BORG exhaustion score stop";numeric;28;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;D3AA402F-D24A-408E-ABFC-96F7411C2E72;dpca_walk_walkaid;"Walking aid";radio;29;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;480909C5-2EAF-46F1-89E6-2F67477958D2;;"VETERANS SPECIFIC ACTIVITY QUESTIONNAIRE";remark;30;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;A07C0AE3-BF1E-4912-93E1-C23333275063;dpca_vsaq;"VSAQ score (METs)";numeric;31;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;E2C8B3A0-07BA-4236-BE1F-25222DC0FDE7;;"DUKE ACTIVITY STATUS INDEX";remark;32;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;078393EF-3520-4924-A355-F96300F127DC;dpca_dasi_raw;"DASI score (raw)";numeric;33;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;D9537F11-F987-45DA-BBCB-E72F665B34DF;dpca_dasi_vo2;"DASI score (V02 predicted)";numeric;34;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;2279696F-3FFC-432E-AE9A-E5CC26BDF3CB;dpca_dasi_mets;"DASI score (METs)";numeric;35;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;7FDAF0C8-401C-4D6A-B80A-78E40C6F9CA6;;"SPECIAL REMARKS";remark;36;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2583505D-3E68-4766-AAC7-6A9447851C40;"Diagnostics - Physiotherapy";19;FE7B374C-5887-4F04-B4DA-504C5E06EA4A;dpca_phsyio_remarks;Remarks;textarea;37;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2C34E942-1E98-4DD6-B4BD-F1EC6DC93398;Approval;41;F8119A8B-8E15-493E-B6B7-83153956F7D3;dpca_opmerk;Remarks/other?;textarea;1;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;2C34E942-1E98-4DD6-B4BD-F1EC6DC93398;Approval;41;6A9950EC-936C-402F-815C-E14A67F0DA95;dpca_klaar;"Are the procedure details complete and have they been approved by the medical specialist responsible?";radio;2;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;01BF4F13-578C-4234-B1E9-32AE792D1684;dpca_commda1;"Ulcus suffering or reflux oesophagitis";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;EA54B775-AAC8-4E89-9FE6-111182AD5CFE;dpca_commda2;"Symptomatic gallstone suffering";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;B6457A8C-B087-475B-A0CB-B1A2B8B56D69;dpca_commda3;"Pancreatitis (acute or chronic)";radio;3;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;47BA4F60-E3BD-44AA-912A-C4491EEC4E36;dpca_commda4;"IBD (Crohn, colitis ulcerosa, etc.)";radio;4;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;95BC2843-13E1-4F04-B48A-223D5DE51A1D;dpca_commda5;Diverticulitis;radio;5;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;310CDF51-3391-4391-980D-773C952A539F;dpca_commda6;"Liver disease / -failure (cirrhosis / hepatitis)";radio;6;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;303765CA-BBBD-4312-A379-7E329C1549EB;"Comorbidities - Gastrointestinal";10;588DB710-D653-4DA3-8B9A-4FE79AA3B32E;dpca_commdax;Other;radio;7;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;39D53D40-8A82-49C8-BA22-214F6605347D;"Surgery - Technical details";33;AD5148B4-8A62-469B-8DBD-B01EA081B9CD;dpca_aspect;"Aspect of pancreas?";radio;1;;;A3C0725E-7FDE-41F5-A260-13E868D78852
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;39D53D40-8A82-49C8-BA22-214F6605347D;"Surgery - Technical details";33;0B48A209-A260-41BC-A471-632C02B3EC8C;dpca_anastomose;"Type of pancreatic anastomosis?";radio;2;;;78B63BCF-00C2-4BFC-AA88-B3C7853FA451
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;39D53D40-8A82-49C8-BA22-214F6605347D;"Surgery - Technical details";33;83F5E199-75B6-4D5A-AB09-F77DAF4E3913;dpca_anadetail;"Details pancreatic anastomosis?";radio;3;;;E36CB0F6-1D57-4CB9-AF2D-278448E4245F
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;A4E66934-1640-4E5E-9430-882C73B25A5A;dpca_beeldv;"Was a CT, MRI or MRCP performed?";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;1EF1D7AD-F81D-4C77-9DFA-C839E5B823A0;dpca_ctscan;"Was a CT performed?";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;F2359060-2569-41BA-B841-CD4AD66C450C;dpca_standaardct;"Was a standardized CT report used?";radio;3;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;182A5E70-F61C-455B-87EF-E289D9B544EB;dpca_mri;"Was a MRI performed?";radio;4;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;84754C5E-81A0-41CB-AF68-36F62223E4E1;dpca_mrcp;"Was a MRCP performed?";radio;5;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;CEB4CA26-2405-4F31-8A86-220C0E999FE1;dpca_beelddat;"Date most recent preoperative imaging (CT, MRI or MRCP)";date;6;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;B1ECE3E1-B3FC-4504-B985-A5AE411C8508;dpca_beeldconcl;"Does the CT or MRI show a tumor in the pancreas or periampullary?";radio;7;;;491F3191-4FD2-4F6B-B3CC-9AA80B1E0992
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;44A26BAE-7A18-4395-B893-4290A3EC610D;dpca_risico;"Does the cyst have risk factors for malignancy?";radio;8;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;0C61D098-AD08-4A2A-BEF4-FB28E01843E5;dpca_verwijd;"Is the ductus pancreaticus dilated >5mm without other cause for obstruction?";radio;9;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;D4103119-D473-4BC3-B5A2-B8FAEC444DEE;dpca_component;"Coloring/highlighting solid component in cyst?";radio;10;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;AA70E05D-D92B-41F4-8A98-AEB4AC735C83;dpca_verdikt;"Thickened or coloring cyst wall?";radio;11;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;E96E4FBE-3D21-489D-B794-20BB73F0CA60;dpca_mural;"Non-coloring mural nodule?";radio;12;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;FD6543F9-5110-4CDE-AAC0-938EE0DD4EE8;dpca_diameter;"Abrupt change in diameter of ductus pancreaticus with distal pancreatic atrophy?";radio;13;;;794EFBF4-37BA-42AB-ABF9-EC4032E0C291
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;EBA55D76-E625-4B49-9E6B-A4AC70A8F36D;dpca_diagroot;"Largest diameter of tumor measured in transversal plane?";numeric;14;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3C6069CE-92F1-47F3-B171-B118330DC7F3;"Diagnostics - Imaging (General)";21;FE4D25FE-356E-4A5A-8A78-DE6C3394DC6F;dpca_lokalisatie;"Localization of tumor on CT or MRI?";radio;15;;;300A3B61-DFF7-419F-A186-D28F0CC1D13E
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3D1FD18A-52CC-4DDD-A6D1-2586559174E6;"Comorbidities - Pulmonary";8;C561D089-0017-4C4F-89B7-711B69930F62;dpca_compul1;"COPD / CARA / emphysema / chronic bronchitis";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3D1FD18A-52CC-4DDD-A6D1-2586559174E6;"Comorbidities - Pulmonary";8;3F8F0E37-C1AF-4762-AC7C-343E1CB75BE5;dpca_compul2;"Lung fibrosis";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3D1FD18A-52CC-4DDD-A6D1-2586559174E6;"Comorbidities - Pulmonary";8;32EC8971-B4C2-406A-B717-2172720D7984;dpca_compul3;"Status after lung resection/transplant";radio;3;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3D1FD18A-52CC-4DDD-A6D1-2586559174E6;"Comorbidities - Pulmonary";8;3950767A-9045-439C-BA42-47E6C6F8B649;dpca_compulx;Other;radio;4;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;025E1FBC-05C9-415D-950B-D69799769B14;dpca_eus;"Was EUS performed?";radio;1;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;1897211F-E661-4BF4-949D-46B148D6BEED;dpca_eustumor;"Does EUS show a tumor in the pancreas or periampullary?";radio;2;;;EA8CD9A2-386E-4DE4-8B27-870467C20E72
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;3FF2113E-6992-4E7D-8DB1-957C5407D849;dpca_bildrain;"Is er biliare drainage verricht?";radio;3;;;B6455533-214E-4C74-8CAA-CD8FD6253FF2
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;5E52E6A2-F127-47BC-AE83-9FD1A655D741;dpca_draindat;"Date most recent preoperative bile duct drainage?";date;4;;;
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;A1C3E4CF-D047-492E-AE48-DE094F2BADD9;dpca_typestent;"What type of stent was used for bile duct drainage?";radio;5;;;79BEA160-650D-4CC6-A03E-2CE4F959BA2B
7AEDBF6B-A62D-418A-8B5E-94EB958E3B9D;Study;E99287FC-9265-4124-8A16-647D4643C60D;Main;1;3E2480D1-3F0C-4DA5-86A8-16A7AE75B476;"Diagnostics - Endoscopy";24;1CD8373D-C28E-4CC4-AFCD-57EF76D4D94B;dpca_stentcover;"Was this a ""covered"" or ""uncovered"" stent?";radio;6;;;64671701-105C-47E8-800B-BFC324B75C7D
